source,author,title,description,category,coverage,url
Fox News,Paulina Dedaj,Eagles' Jason Kelce expresses concern for brother Travis Kelce amid budding romance with Taylor Swift,"Jason Kelce is ""happy"" for brother Travis Kelce amid his budding romance with pop sensation Taylor Swift, but he does have one possible concern.",,,https://www.foxnews.com/sports/eagles-jason-kelce-expresses-concern-brother-travis-kelce-budding-romance-taylor-swift
Fox News,Lori Bashian,"Taylor Swift and Travis Kelce, Gwen Stefani and Blake Shelton bring the romance: PHOTOS","Taylor Swift and Travis Kelce were spotted together at a ""Saturday Night Live"" after-party, and Blake Shelton supported Gwen Stefani at her Hollywood Walk of Fame ceremony.",,,https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-gwen-stefani-blake-shelton-bring-romance-photos
Fox News,Nicole Pelletiere,Mom's creepy-cool Taylor Swift Halloween display goes viral on TikTok,"A Wisconsin mom has gone viral after she shared her creative Taylor Swift Eras Tour Halloween decor with fellow ""Swifties"" on TikTok, reaching millions of people.",,,https://www.foxnews.com/lifestyle/moms-creepy-cool-taylor-swift-halloween-display-goes-viral-tiktok
Fox News,Ryan Morik,Taylor Swift watches football with former NFL quarterback Bernie Kosar before attending Chiefs game,"Taylor Swift is back at Arrowhead Stadium to catch her rumored beau Travis Kelce, but before attending the game, she watched the early games with Bernie Kosar.",,,https://www.foxnews.com/sports/taylor-swift-watches-football-former-nfl-quarterback-bernie-kosar-before-attending-chiefs-game
Fox News,Tracy Wright,Taylor Swift sports Travis Kelce's football jersey number on friendship bracelet at Chiefs game,Taylor Swift showed NFL fans how to support a player by wearing Travis Kelce's football jersey number on a friendship bracelet while watching Chiefs game.,,,https://www.foxnews.com/entertainment/taylor-swift-sports-travis-kelces-football-jersey-number-friendship-bracelet-chiefs-game
Fox News,Ryan Gaydos,Travis Kelce faces jabs after another quiet game without Taylor Swift in attendance,Kansas City Chiefs tight end Travis Kelce faced some ribbing on social media as he had another quiet game with Taylor Swift not in attendance.,,,https://www.foxnews.com/sports/travis-kelce-faces-jabs-another-quiet-game-without-taylor-swift-attendance
Fox News,Associated Press,US professors use pop culture icons like Taylor Swift and Rick Ross to make law school more engaging,Law professors across the U.S. are incorporating pop culture icons like Taylor Swift and Rick Ross into their courses in an effort to engage students.,,,https://www.foxnews.com/entertainment/us-professors-use-pop-culture-icons-taylor-swift-rick-ross-make-law-school-engaging
Fox News,Ryan Gaydos,"Travis Kelce, Taylor Swift budding relationship draws wholesome remark from Andy Reid",Kansas City Chiefs head coach Andy Reid remarked on Travis Kelce's relationship with Taylor Swift as he spent his bye week in Argentina to see the pop star.,,,https://www.foxnews.com/sports/travis-kelce-taylor-swift-budding-relationship-draws-wholesome-remark-andy-reid
Fox News,Scott Thompson,Simone Biles will try to meet Taylor Swift at Chiefs-Packers game later this season,"Simone Biles, the most decorated gymnast in history, is hoping to meet Taylor Swift at the Kansas City Chiefs-Green Bay Packers game later this season.",,,https://www.foxnews.com/sports/simone-biles-try-meet-taylor-swift-chiefs-packers-game
Fox News,Lauryn Overhultz,Drew Barrymore thanks Taylor Swift for inspiring her to start dating again after years of celibacy,"Drew Barrymore is ready to ""Begin Again"" after being inspired by Taylor Swift's decision to publicly date NFL star Travis Kelce. Swift attended the Chiefs game Oct. 22.",,,https://www.foxnews.com/entertainment/drew-barrymore-thanks-taylor-swift-inspiring-start-dating-again-years-celibacy
Fox News,Brittany Kasko,"Taylor Swift, Travis Kelce Halloween costume wins friends a top prize: See their rendition of the stars",Florida friends dressed up as Taylor Swift and Travis Kelce for a Halloween costume contest and took home the grand prize. See the pair mimick the iconic duo!,,,https://www.foxnews.com/lifestyle/taylor-swift-travis-kelce-halloween-costume-wins-friends-the-top-prize-see-their-rendition-of-the-stars
Fox News,Anders Hagstrom,"NJ Gov Phil Murphy used thousands in taxpayer funds to party at Taylor Swift concert, stadium events: report","New Jersey Gov. Phil Murphy reportedly spent nearly $12,000 in taxpayer funds at MetLife stadium since 2018, including at a Taylor Swift concert.",,,https://www.foxnews.com/politics/new-jersey-gov-phil-murphy-used-12k-taxpayer-funds-party-taylor-swift-concert-stadium-events
Fox News,Ryan Morik,Travis Kelce's big day with Taylor Swift in attendance helps Chiefs to huge win over Chargers,"Travis Kelce had a dominant performance with his rumored girlfriend, Taylor Swift, in the building during the Kansas City Chiefs' big win on Sunday.",,,https://www.foxnews.com/sports/travis-kelces-big-day-taylor-swift-attendance-helps-chiefs-huge-win-chargers
Fox News,Scott Thompson,"Taylor Swift, Brittany Mahomes show off new handshakes amid monster half for Patrick Mahomes, Travis Kelce","Taylor Swift and Brittany Mahomes, the wife of star quarterback Patrick Mahomes, showcased their new touchdown handshake as their budding friendship continues.",,,https://www.foxnews.com/sports/taylor-swift-brittany-mahomes-show-off-new-handshake-monster-half-patrick-mahomes-travis-kelce
Fox News,Associated Press,"Taylor Swift releases reimagined '1989' album, reviving nostalgia during new era of career","Taylor Swift has released her reimagined ""1989"" album. The original album marked the beginning of her singing career's shift from country to pop and now is being revisited.",,,https://www.foxnews.com/entertainment/taylor-swift-releases-reimagined-1989-album-reviving-nostalgia-during-new-era-of-career
Fox News,Ashley Hume,Taylor Swift runs to kiss Travis Kelce after he attends her second Eras show in Argentina,Taylor Swift and Travis Kelce shared a kiss after the singer rushed into the NFL star's arms following her second Eras tour concert in Argentina.,,,https://www.foxnews.com/entertainment/taylor-swift-runs-kiss-travis-kelce-attends-her-second-eras-show-argentina
Fox News,Caroline Thayer,"Taylor Swift jokes about witchcraft, 'never beating the sorcery allegations' after crazy concert moment","Taylor Swift is poking fun at long-standing rumors that she is a witch, sharing a bizarre moment from her Argentina shows that points to that narrative.",,,https://www.foxnews.com/entertainment/taylor-swift-jokes-witchcraft-never-beating-sorcery-allegations-crazy-concert-moment
Fox News,Caroline Thayer,Taylor Swift pleads with fans after item is thrown onstage during Eras Tour concert: ‘It really freaks me out’,"After objects were thrown onstage, Taylor Swift politely asked her audience in Argentina to refrain, as it endangers her dancers and scares her.",,,https://www.foxnews.com/entertainment/taylor-swift-pleads-fans-item-thrown-onstage-eras-tour-concert
Fox News,Paulina Dedaj,Rob Gronkowski says NFL is overdoing it with Taylor Swift coverage during games: ‘We want more football’,"Rob Gronkowski thinks the NFL is giving Taylor Swift “too much"" screen time during games and says the league should “show the players"" more.",,,https://www.foxnews.com/sports/rob-gronkowski-says-nfl-overdoing-taylor-swift-coverage-games-we-want-more-football
Fox News,Ryan Morik,"Travis Kelce asked if he's 'in love' with Taylor Swift, addresses relationship 'status'","Travis Kelce and Taylor Swift are all but officially official, which prompted a reporter in Germany to ask the Chiefs star if he's ""in love.""",,,https://www.foxnews.com/sports/travis-kelce-asked-in-love-taylor-swift-addresses-relationship-status
Fox News,Caroline Thayer,"Taylor Swift, Selena Gomez, Brittany Mahomes spotted in NYC ahead of Travis Kelce's game in Germany","Taylor Swift, Selena Gomez, Sophie Turner and Gigi Hadid were spotted with Brittany Mahomes outside a New York City restaurant Saturday.",,,https://www.foxnews.com/entertainment/taylor-swift-selena-gomez-brittany-mahomes-spotted-nyc-ahead-travis-kelce-game-germany
Fox News,Caroline Thayer,Travis Kelce plays into joke that Taylor Swift 'put me on the map',"Travis Kelce is getting in on the joke that Taylor Swift put him ""on the map."" The narrative even inspired a couple's Halloween costume, which Kelce ""enjoyed.""",,,https://www.foxnews.com/entertainment/travis-kelce-plays-into-joke-taylor-swift-put-me-on-map
Fox News,Ryan Morik,Patrick Mahomes wants to 'one-up' Taylor Swift and his wife's handshake with Travis Kelce,"When Taylor Swift and Patrick Mahomes' wife went viral for their two handshakes, the quarterback realized he didn't have one with Travis Kelce.",,,https://www.foxnews.com/sports/patrick-mahomes-one-up-taylor-swifts-his-wifes-handshake-travis-kelce
Fox News,Scott Thompson,Travis Kelce expecting another Taylor Swift sighting at Chiefs game: report,Travis Kelce is reportedly expecting Taylor Swift to be in attendance for the Kansas City Chiefs' game against the Los Angeles Chargers on Sunday,,,https://www.foxnews.com/sports/travis-kelce-expecting-another-taylor-swift-sighting-chiefs-game
Fox News,Lori Bashian,"Kelly Clarkson jokes Taylor Swift, Travis Kelce have 'taken over' NFL: 'It's like you're watching Housewives'","Kelly Clarkson is not happy with Taylor Swift and Travis Kelce's NFL takeover, saying she feels like she's watching ""The Real Housewives"" instead of football.",,,https://www.foxnews.com/entertainment/kelly-clarkson-jokes-taylor-swift-travis-kelce-taken-over-nfl
Fox News,Caroline Thayer,"Taylor Swift, Travis Kelce meet the parents: Who's who in each famous family","As Taylor Swift and Travis Kelce's relationship continues to grow, they have been spotted spending time with each other's parents, who appear to be supportive of the romance.",,,https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-meet-parents-whos-who-each-famous-family
Fox News,Paulina Dedaj,Patrick Mahomes' mother gushes over Taylor Swift after pop star meets quarterback's little sister,The mother of Kansas City Chiefs quarterback Patrick Mahomes gushed over Taylor Swift on social media Monday as dating rumors between the pop star and Travis Kelce continue to heat up.,,,https://www.foxnews.com/sports/patrick-mahomes-mother-gushes-taylor-swift-pop-star-meets-quarterbacks-little-sister
Fox News,Ryan Gaydos,"Travis, Jason Kelce joke about Taylor Swift meeting their dad; Chiefs star denies security guard push",Travis and Jason Kelce poked fun at their father as he was seen talking to Taylor Swift in the suite at Arrowhead Stadium while the Chiefs played the Broncos.,,,https://www.foxnews.com/sports/travis-jason-kelce-joke-taylor-swift-meeting-their-dad-chiefs-star-denies-security-guard-push
Fox News,Lauryn Overhultz,"Taylor Swift, Travis Kelce's PDA signals NFL player is 'endgame' for pop star: expert","Taylor Swift and Travis Kelce took their relationship public during the ""Karma"" singer's ""Eras Tour"" with new lyrics and a kiss. Experts explain the change in Swift's stance on privacy.",,,https://www.foxnews.com/entertainment/taylor-swift-travis-kelces-pda-signals-nfl-player-engame-pop-star-expert
Fox News,Lauryn Overhultz,Taylor Swift fans go wild as she sings about 'falling in love again' while kicking off international tour,"Taylor Swift shocked fans Thursday by singing about ""falling in love again"" amid her romance with NFL star Travis Kelce. The pop star performed ""Labyrinth"" in Buenos Aires for the first time on her Eras Tour.",,,https://www.foxnews.com/entertainment/taylor-swift-fans-go-wild-sings-falling-love-again-kicking-off-international-tour
Fox News,Caroline Thayer,Taylor Swift secures Travis Kelce's dad's stamp of approval in glowing review: 'Very special',Taylor Swift seemingly earned a stamp up of approval from new beau Travis Kelce's father. Ed Kelce shared insight into his relationship with the pop star in a new interview.,,,https://www.foxnews.com/entertainment/taylor-swift-secures-travis-kelces-dads-stamp-approval-glowing-review
Fox News,Caroline Thayer,Travis Kelce issues apology to Taylor Swift's dad Scott after concert flub,"Travis Kelce spilled on his trip to Argentina to visit girlfriend Taylor Swift and hilariously apologized to her father, Scott, for an awkward flub he made during the concert.",,,https://www.foxnews.com/entertainment/travis-kelce-issues-apology-taylor-swifts-dad-scott-concert-flub
Fox News,Janelle Ash,"2023 CMAs co-hosts Luke Bryan, Peyton Manning joke about Taylor Swift, Travis Kelce at award show","The 2023 CMA Award co-hosts, Luke Bryan and Peyton Manning, took a moment during the show to make a Taylor Swift, Travis Kelce joke. Manning also poked fun at the New York Jets.",,,https://www.foxnews.com/entertainment/2023-cmas-co-hosts-luke-bryan-peyton-manning-joke-about-taylor-swift-travis-kelce-award-show
Fox News,Tracy Wright,"Taylor Swift and Travis Kelce relationship works because ‘they’re very supportive of each other,’ his dad says","Taylor Swift will soon release her next re-recorded album, and Travis Kelce's dad will be in line to purchase as he boasted that the ""Cruel Summer"" singer is ""very genuine.""",,,https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-relationship-works-very-supportive-each-other
Fox News,Paulina Dedaj,Travis Kelce and Taylor Swift exit Chiefs’ stadium hand-in-hand after dominant win over Chargers,Kansas City Chiefs tight end Travis Kelce and rumored girlfriend Taylor Swift left Arrowhead Stadium Sunday night hand-in-hand after a dominant win over the Los Angeles Chargers.,,,https://www.foxnews.com/sports/travis-kelce-taylor-swift-exit-chiefs-stadium-hand-in-hand-dominant-win-chargers
Fox News,Tracy Wright,Taylor Swift parties with Jackson Mahomes as fans plead for her safety: 'Get her out of that box',"Taylor Swift and Brittany Mahomes cheered on the Kansas City Chiefs, but fans weren't happy to see suite celebrations with Jackson Mahomes who is accused of alleged sex crimes.",,,https://www.foxnews.com/entertainment/taylor-swift-parties-jackson-mahomes-fans-plead-safety-get-out-box
Fox News,Scott Thompson,Travis Kelce's mom explains why Chiefs star has taken game to 'new level' amid Taylor Swift relationship,"Travis Kelce's relationship with Taylor Swift led some to believe he wouldn't perform well for the Chiefs this season, but his mother, Donna Kelce, explained why it motivates him more.",,,https://www.foxnews.com/sports/travis-kelces-mom-explains-why-chiefs-star-taken-game-new-level-amid-taylor-swift-relationship
Fox News,Tracy Wright,"Taylor Swift embraced by Travis Kelce's Kansas City Chiefs crew: 'She's letting her guard down,' expert says","Taylor Swift has been welcomed like ""family"" into Travis Kelce's Kansas City Chiefs crew, according to a body language expert who analyzed the pop star's moves with her new friends.",,,https://www.foxnews.com/entertainment/taylor-swift-embraced-travis-kelces-kansas-city-chiefs-crew-shes-letting-her-guard-down-expert
Fox News,Ryan Morik,Cowboys' Micah Parsons explains why Travis Kelce performs better in front of 'bad girl' Taylor Swift,"Kansas City Chiefs tight end Travis Kelce has performed exponentially better when rumored girlfriend Taylor Swift has been to his games, and Dallas Cowboys linebacker Micah Parsons has a theory as to why.",,,https://www.foxnews.com/sports/cowboys-micah-parsons-explains-travis-kelce-performs-better-bad-girl-taylor-swift
Fox News,Chantz Martin,Chiefs' Travis Kelce hints at traveling to South America to support Taylor Swift's tour during team's bye week,"During a recent podcast episode, two-time Super Bowl champion Travis Kelce played coy about potentially traveling to South America to take in one of Taylor Swift's Eras Tour shows.",,,https://www.foxnews.com/sports/chiefs-travis-kelce-hints-at-traveling-south-america-support-taylor-swifts-tour-during-teams-bye-week
Fox News,Chantz Martin,Chiefs star Travis Kelce buys new Kansas City home amid rumored romance with Taylor Swift: reports,"Travis Kelce and Taylor Swift's rumored romance appears to be heating up, and the NFL star reportedly purchased a pricey new piece of real estate in suburban Kansas City.",,,https://www.foxnews.com/sports/chiefs-star-travis-kelce-buys-new-kansas-city-home-amid-rumored-romance-taylor-swift-reports
Fox News,Ashley Hume,Taylor Swift to be joined by Travis Kelce during the international leg of her Eras tour: report,Taylor Swift and Travis Kelce' rumored romance continues to heat up as the NFL star is reportedly planning to visit the singer during the international leg of her Eras tour.,,,https://www.foxnews.com/entertainment/taylor-swift-joined-travis-kelce-international-eras-tour-report
Fox News,Tracy Wright,Taylor Swift skips Travis Kelce's football games for Eras Tour prep,"Taylor Swift has been a staple at Travis Kelce's Kansas City Chiefs games as of late, but she missed a recent game to focus on her upcoming Eras Tour stops in South America.",,,https://www.foxnews.com/entertainment/taylor-swift-skips-travis-kelces-football-games-eras-tour-prep
Fox News,Ryan Gaydos,NSYNC's Lance Bass has three-word message for cameras searching for NFL's hottest couple,NSYNC star Lance Bass trolled NFL fans as cameras panned to him at SoFi Stadium during a game between the Los Angeles Chargers and Dallas Cowboys.,,,https://www.foxnews.com/sports/nsyncs-lance-bass-three-word-message-cameras-searching-nfls-hottest-couple
Fox News,Paulina Dedaj,Broncos troll Chiefs by blasting Taylor Swift hit throughout the stadium after major upset,The Denver Broncos had a little fun at the expense of Chiefs' star Travis Kelce after they defeated Kansas City on Sunday for the first time since 2015.,,,https://www.foxnews.com/sports/broncos-troll-chiefs-blasting-taylor-swift-hit-throughout-stadium-major-upset
Fox News,Fox News Staff,Mom told to remove decorations from son's gravesite — plus Taylor Swift 'swear jar' goes viral,"The Fox News Lifestyle Newsletter brings you trending stories on family, travel, food, neighbors helping neighbors, pets, autos, military veterans, heroes, faith and American values.",,,https://www.foxnews.com/lifestyle/mom-told-remove-decorations-sons-gravesite-taylor-swift-swear-jar-goes-viral
Fox News,Caroline Thayer,"Taylor Swift & Brittany Mahomes party before Chiefs game, King Charles' reported control over Harry & Meghan","The Fox News Entertainment newsletter brings you the latest Hollywood headlines, celebrity interviews and stories from Los Angeles and beyond.",,,https://www.foxnews.com/entertainment/taylor-swift-brittany-mahomes-party-before-chiefs-game-king-charles-reported-control-harry-meghan
Fox News,Chantz Martin,Taylor Swift to likely miss Travis Kelce's Chiefs game this Sunday as 'Eras Tour' nears return: reports,"The Grammy Award winning singer has become a fixture at Chiefs home and road games so far this season, where she has supported Travis Kelce from luxury suites.",,,https://www.foxnews.com/sports/taylor-swift-to-likely-miss-travis-kelces-chiefs-game-this-sunday-as-eras-tour-nears-return-reports
Fox News,Stephanie Giang-Paunon,Gwyneth Paltrow intends to 'literally disappear'; Taylor Swift 'protected and cherished' by Travis Kelce,"The Fox News Entertainment newsletter brings you the latest Hollywood headlines, celebrity interviews and stories from Los Angeles and beyond.",,,https://www.foxnews.com/entertainment/gwyneth-paltrow-disappear-taylor-swift-protected-travis-kelce
Fox Sports,,Travis Kelce's dad says he's impressed by Taylor Swift after meeting pop star,"Despite Travis Kelce joking that his father meeting Taylor Swift was ""terrifying,"" Ed Kelce reportedly had a great first impression of the pop star.",,,https://www.foxsports.com/stories/nfl/travis-kelces-dad-says-hes-impressed-by-taylor-swift-after-meeting-pop-star
Fox Sports,,Will Taylor Swift be at the Chiefs’ game in Germany? Travis Kelce wouldn’t say,Travis Kelce declined to discuss Taylor Swift’s status for the Chiefs' game Sunday in Germany — but left the door open.,,,https://www.foxsports.com/stories/nfl/will-taylor-swift-be-at-the-chiefs-game-in-germany-travis-kelce-wouldnt-say
Fox Sports,,2023 NFL Odds: Taylor Swift's presence in Germany could affect betting market,You guessed it: Taylor Swift is now affecting the betting market. And whether or not she makes it to Germany for Sunday's game could affect Travis Kelce player props.,,,https://www.foxsports.com/stories/nfl/2023-nfl-odds-taylor-swifts-presence-in-germany-could-affect-betting-market
Fox Sports,,"Taylor Swift embraces Travis Kelce, changes song lyric for him at Argentina concert","Taylor Swift changed one of her song lyrics to reference Travis Kelce and embraced the Chiefs tight end during the opening concert of her ""Eras Tour"" international concert series.",,,https://www.foxsports.com/stories/nfl/taylor-swift-embraces-travis-kelce-changes-song-lyric-for-him-at-argentina-concert
Fox Sports,,Travis Kelce dazzled in Week 7. Is he 'showing off' for Taylor Swift?,"Travis Kelce had a huge 179-yard performance in Week 7, making some NFL fans wonder if he's ""showing off"" for Taylor Swift. And maybe that's a good thing.",,,https://www.foxsports.com/stories/nfl/travis-kelce-dazzles-in-week-7-is-he-showing-off-for-taylor-swift
Fox Sports,Fox Sports,Travis Kelce trying to impress Taylor Swift is GREAT for Chiefs | What’s Wright?,"The Kansas City Chiefs were able to take care of business against the Los Angeles Chargers, soundly defeating them at home in Arrowhead 31-17. So how do Patrick Mahomes’ Chiefs avoid complacency with that challenge out of the way? Nick Wright points to one fa…",,,https://www.foxsports.com/watch/fmc-vrs9qr4ig6ki508a
Fox Sports,,"NFL Week 7 top viral moments: LeBron James, Taylor Swift celebrate National Tight Ends Day",There was plenty to buzz about on social media during an action-packed NFL slate. Check out the moments that had the internet talking here!,,,https://www.foxsports.com/stories/nfl/nfl-week-7-top-viral-moments-lebron-james-taylor-swift-celebrate-national-tight-ends-day
Fox Sports,Martin Rogers,Does Taylor Swift really swing betting odds when she's at Chiefs games?,"As absurd as the premise sounds that the mere presence of a songstress love interest could appeal to the oddsmakers' soft side, there is at least a statistical starting point for a discussion.",,,https://www.foxsports.com/stories/nfl/does-taylor-swift-really-swing-betting-odds-when-shes-at-chiefs-games
Fox Sports,,Giants' Daniel Jones ruled out for third straight week; Tyrod Taylor to start,"Giants QB Daniel Jones will miss his third straight game with a neck injury, and Tyrod Taylor will start Sunday vs. the Jets.",,,https://www.foxsports.com/stories/nfl/giants-daniel-jones-ruled-out-for-third-straight-week-tyrod-taylor-to-start
Fox Sports,,Buccaneers vs. Bills live updates: Top moments from Thursday Night Football,Week 8 of the NFL season gets underway Thursday with the Bills playing host to the Buccaneers. Here are the top moments!,,,https://www.foxsports.com/stories/nfl/buccaneers-bills-live-updates-top-moments-from-thursday-night-football
Fox Sports,,"NFL Week 7 top viral moments: LeBron James loves big days from Myles Garrett, Lamar Jackson",There was plenty to buzz about on social media during an action-packed NFL slate. Check out the moments that had the internet talking here!,,,https://www.foxsports.com/stories/nfl/nfl-week-7-top-viral-moments-lebron-james-loves-big-days-from-myles-garrett-lamar-jackson
Fox Sports,Chris Fallica,FOX Super 6 NFL contest: Chris 'The Bear' Fallica's Week 8 picks,"The FOX Super 6 NFL contest has already given away $70,000. Will you be the next winner? If you need a little help with this week's questions, Chris ""The Bear"" Fallica has you covered!",,,https://www.foxsports.com/stories/nfl/fox-super-6-nfl-contest-chris-the-bear-fallicas-week-8-picks
Fox Sports,Ralph Vacchiano,How Tyrod Taylor has succeeded where Daniel Jones failed with Giants offense,Tyrod Taylor has found a way to get the Giants offense moving. And there are things Daniel Jones can learn from that for when he returns.,,,https://www.foxsports.com/stories/nfl/tyrod-taylor-has-succeeded-where-daniel-jones-failed-with-giants-offense
Fox Sports,,Chiefs' Travis Kelce joins Jason Kelce on 'A Philly Special Christmas' single,"Travis Kelce joined his brother, Jason, to sing a holiday song for the second edition of the album ""A Philly Special Christmas.""",,,https://www.foxsports.com/stories/nfl/chiefs-travis-kelce-joins-jason-kelce-on-a-philly-special-christmas-single
Fox Sports,,"Patrick Mahomes throws 4 TDs, Travis Kelce has big day as Chiefs beat Chargers","Patrick Mahomes threw for more than 400 yards, nearly half of them to Travis Kelce, and the Chiefs pulled away for a 31-17 win over L.A.",,,https://www.foxsports.com/stories/nfl/patrick-mahomes-throws-4-tds-travis-kelce-has-big-day-as-chiefs-beat-chargers
Fox Sports,,"NFL Week 6 top viral moments: Social media reacts as 49ers lose to Browns, Eagles lose to Jets",The NFL season rolls on with high-powered matchups across the league that have social media buzzing! Check out the moments going viral on social media here.,,,https://www.foxsports.com/stories/nfl/nfl-week-6-top-viral-moments-social-media-reacts-as-49ers-lose-to-browns-eagles-lose-to-jets
Fox Sports,,NFL Week 8 top viral moments: Best Halloween costumes from around the league,"It's Halloween weekend in the NFL, and several players are getting into the spooky spirit with some epic costumes! Check out the best ones we saw here.",,,https://www.foxsports.com/stories/nfl/nfl-week-8-top-viral-moments-best-halloween-costumes-from-around-the-league
Fox Sports,,Jerry Jones gives mixed signals on Cowboys' trade deadline approach,"Cowboys owner Jerry Jones said there will be a ""high bar"" to trade but indicated his team will be active ahead of the Oct. 31 deadline.",,,https://www.foxsports.com/stories/nfl/jerry-jones-gives-mixed-signals-on-cowboys-trade-deadline-approach
Fox Sports,,Wrongful death suit filed against top NBA pick Brandon Miller,The mother of a woman killed near the University of Alabama in January has filed a wrongful death lawsuit in federal court against Charlotte Hornets rookie Brandon Miller and two other men.,,,https://www.foxsports.com/stories/nba/wrongful-death-suit-filed-against-top-nba-pick-brandon-miller
Fox Sports,,"Cooper Kupp believes Rams ""can be dangerous,"" make a run with their talented rookies",Rams receiver Cooper Kupp sat down with Julian Edelman to discuss his belief in his team's capabilities to make a run this season.,,,https://www.foxsports.com/stories/nfl/cooper-kupp-believes-rams-can-be-dangerous-make-a-run-with-their-talented-rookies
Fox Sports,,"Warriors' Andre Iguodala, a four-time NBA champion, retires after 19 years","Andre Iguodala, a four-time NBA champion with the Golden State Warriors, is retiring after a storied 19-year career.",,,https://www.foxsports.com/stories/nba/warriors-andre-iguodala-a-four-time-nba-champion-retires-after-19-years
Fox Sports,,"Jay Glazer: Cardinals want to build around Kyler Murray, not trade him","NFL insider Jay Glazer joined David Helman to discuss Kyler Murray trade rumors on another segment of ""Ask Glazer"" on the ""NFL on FOX Pod""",,,https://www.foxsports.com/stories/nfl/jay-glazer-cardinals-want-to-build-around-kyler-murray-not-trade-him
Fox Sports,,Chiefs and Patriots compete for fans and influence in Germany ahead of games in Frankfurt,Both the Patriots and the Chiefs are looking to gain bigger followings in Germany leading up to their international match in Frankfurt.,,,https://www.foxsports.com/stories/nfl/chiefs-and-patriots-compete-for-fans-and-influence-in-germany-ahead-of-games-in-frankfurt
Fox Sports,Chris Fallica,FOX Super 6 NFL contest: Chris 'The Bear' Fallica's Week 9 picks,"The FOX Super 6 NFL contest has already given away $80,000. Will you be the next winner? If you need a little help, Chris ""The Bear"" Fallica has you covered with his picks.",,,https://www.foxsports.com/stories/nfl/fox-super-6-nfl-contest-chris-the-bear-fallicas-week-9-picks
Fox Sports,Greg Auman,"Buccaneers are on a 3-game skid, but still have a lot to play for this season","Tampa Bay has lost three straight and fallen out of the NFC South lead, but the middle of the NFL is wide open, and playoff contention requires them to be good, not great.",,,https://www.foxsports.com/stories/nfl/buccaneers-are-on-a-3-game-skid-but-still-have-a-lot-to-play-for-this-season
Fox Sports,Henry McKenna,"Buffalo Bills made a philosophical change with Josh Allen in win, but is it sustainable?","The Buffalo Bills got Josh Allen more involved in the running game. It gave them a spark, but is it sustainable?",,,https://www.foxsports.com/stories/nfl/buffalo-bills-made-a-philosophical-change-with-josh-allen-in-win-but-is-it-sustainable
Fox Sports,,Travis Kelce calls Chiefs' loss to Broncos 'embarrassing',"Travis Kelce did not hold back when discussing the Chiefs' loss to the Broncos on his podcast, placing blame on the offense.",,,https://www.foxsports.com/stories/nfl/travis-kelce-says-chiefs-loss-to-broncos-was-embarrassing
Fox Sports,,"NFL Week 7 live updates: Lions-Ravens, Bills-Patriots, more",Week 7 of the NFL season continues Sunday with 11 games taking place. Here are all of the top moments from Sunday's slate!,,,https://www.foxsports.com/stories/nfl/nfl-week-7-live-updates
Fox Sports,,"NFL Week 7 Top viral moments: LeBron James loves big days from Myles Garrett, Lamar Jackson",There was plenty to buzz about on social media during an action-packed NFL slate. Check out the moments that had the internet talking here!,,,https://www.foxsports.com/stories/nfl/nfl-week-7-top-viral-moments-sights-and-sounds-from-around-the-league
Fox Sports,,P.J. Locke saves Denver from another meltdown as Broncos beat Packers 19-17,The Broncos blew a 16-3 lead but ultimately ended a dubious streak in which they had lost 10 consecutive games when leading at halftime.,,,https://www.foxsports.com/stories/nfl/p-j-locke-saves-denver-from-another-meltdown-as-broncos-beat-packers-19-17
Fox Sports,"Ben Arthur, Greg Auman",Panthers’ Bryce Young vs. Texans’ C.J. Stroud: What to expect in their first matchup,FOX Sports NFL reporters Ben Arthur and Greg Auman preview Sunday's matchup between No. 1 overall pick Bryce Young and No. 2 C.J. Stroud.,,,https://www.foxsports.com/stories/nfl/panthers-bryce-young-vs-texans-c-j-stroud-what-to-expect-in-their-first-matchup
Fox Sports,Bucky Brooks,Trevor Lawrence to Trey Lance: Grading the 2021 quarterback class so far,"Former NFL scout Bucky Brooks checks in on the quarterback class of 2021, grading the five first-round picks on their performances so far.",,,https://www.foxsports.com/stories/nfl/trevor-lawrence-to-trey-lance-grading-the-2021-quarterback-class-so-far
Fox Sports,Eric Williams,Sam Darnold next to take turn in 49ers’ QB carousel: NFC West Stock Watch,"With Brock Purdy in concussion protocol, veteran Sam Darnold could be the fifth QB to take meaningful snaps in the Niners' past 27 games.",,,https://www.foxsports.com/stories/nfl/sam-darnold-next-to-take-turn-in-49ers-qb-carousel-nfc-west-stock-watch
Fox Sports,Ben Arthur,"Browns edge Myles Garrett dominates in win over Colts: 'Man, 95 is a problem'","Myles Garrett's Sunday: nine tackles, two sacks, two forced fumbles, a pass breakup and a blocked field goal. Oh, and the Browns won 39-38.",,,https://www.foxsports.com/stories/nfl/browns-edge-myles-garrett-dominates-in-win-over-colts-man-95-is-a-problem
Fox Sports,,Ben Simmons has his health and old job back. Now Nets need to see his old game,"Reinstalled as point guard, Ben Simmons has been moving quickly and decisively again in the preseason after playing just 42 games the last two seasons. It gives the Nets hope.",,,https://www.foxsports.com/stories/nba/ben-simmons-has-his-health-and-old-job-back-now-nets-need-to-see-his-old-game
